index	return	risk	SPY	TSLA	NFLX	AAPL	T	META
35	0.0339870243418194	0.0392071486736145	0.12130929892701954	0.05874923809743891	0.1446871611762922	8.576289435852816e-21	0.5604234947330329	0.11483080706621657
36	0.03431902338484131	0.0395481379788667	0.10567568459156419	0.06028729957570866	0.1482428311914986	8.997636294454683e-21	0.5661789013741179	0.11961528326711075
37	0.03465102242786322	0.039892566370143545	0.09004207025610834	0.061825361053978414	0.15179850120670518	9.41837137029479e-21	0.571934308015203	0.12439975946800502
38	0.034983021470885126	0.040240345539239566	0.07440845592065304	0.06336342253224819	0.15535417122191159	9.839805482185202e-21	0.5776897146562882	0.12918423566889914
39	0.03531502051390704	0.040591389359798336	0.05877484158519735	0.06490148401051796	0.15890984123711815	1.026056109788944e-20	0.5834451212973731	0.13396871186979342
40	0.03564701955692895	0.040945613864251225	0.043141227249741496	0.06643954548878778	0.16246551125232467	1.0679796190777842e-20	0.5892005279384585	0.1387531880706877
41	0.035979018599950854	0.041302937217614875	0.027507612914285946	0.06797760696705754	0.1660211812675311	1.1101035869806745e-20	0.5949559345795435	0.14353766427158188
42	0.036311017642972766	0.041663279688526345	0.011873998578830175	0.06951566844532729	0.1695768512827377	1.152154178794181e-20	0.6007113412206286	0.14832214047247613
43	0.03664301668599468	0.04202724064004764	-2.142448305164712e-22	0.07010935859945824	0.17523485667105557	-5.4599644570244755e-22	0.6024908412176401	0.15216494351184615
44	0.03697501572901658	0.04241056843196887	-2.027867615522117e-22	0.06772043976197913	0.1875326701803384	-5.370424761304691e-22	0.5917132308881242	0.1530336591695582
45	0.037307014772038495	0.04281937159426981	-1.960766696716347e-22	0.06533152092449997	0.19983048368962145	-5.325933942760625e-22	0.5809356205586084	0.1539023748272703
46	0.03763901381506041	0.04325292779492284	-1.8800823504291403e-22	0.06294260208702075	0.21212829719890486	-5.263931585258507e-22	0.570158010229092	0.15477109048498236
47	0.03797101285808231	0.043710500477993366	-1.753726144727694e-22	0.06055368324954165	0.22442611070818771	-5.173007167386679e-22	0.5593803998995762	0.15563980614269443
48	0.03830301190110422	0.044191343624512144	-1.6880014411027364e-22	0.05816476441206252	0.2367239242174707	-5.131260237119451e-22	0.5486027895700604	0.15650852180040642
49	0.03863501094412613	0.04469470618252194	-1.622934647472733e-22	0.055775845574583344	0.2490217377267538	-5.086445592945647e-22	0.5378251792405444	0.1573772374581185
50	0.03896700998714804	0.045219836136848414	-1.4976136797144265e-22	0.05338692673710418	0.261319551236037	-4.986371723936041e-22	0.5270475689110283	0.15824595311583045
51	0.039299009030169946	0.04576598420054003	-1.3990645684865312e-22	0.05099800789962506	0.27361736474531984	-4.916256931458107e-22	0.5162699585815126	0.15911466877354255
52	0.03963100807319186	0.04633240712011347	-1.2971279938683082e-22	0.04860908906214594	0.28591517825460294	-4.828591732660432e-22	0.5054923482519965	0.15998338443125462
53	0.03996300711621377	0.04691837059556741	-1.234944518401324e-22	0.04622017022466673	0.298212991763886	-4.794362383106225e-22	0.49471473792248055	0.16085210008896675
54	0.040295006159235675	0.04752315182351934	-1.1112538421441833e-22	0.04383125138718766	0.31051080527316893	-4.693883068357025e-22	0.4839371275929648	0.16172081574667868
55	0.040627005202257586	0.04814604167778217	-1.0404689744654674e-22	0.041442332549708444	0.32280861878245204	-4.647370734825281e-22	0.4731595172634486	0.16258953140439086
56	0.0409590042452795	0.04878634654629724	-9.287132903877776e-23	0.03905341371222929	0.33510643229173537	-4.566358749043195e-22	0.46238190693393266	0.1634582470621028
57	0.0412910032883014	0.04944338984668506	-8.455854001149944e-23	0.036664494874750174	0.34740424580101825	-4.494811499176432e-22	0.4516042966044168	0.16432696271981487
58	0.041623002331323315	0.05011651324490118	-7.698721081536921e-23	0.034275576037270994	0.3597020593103014	-4.445027033641666e-22	0.44082668627490074	0.16519567837752697
59	0.04195500137434523	0.050805077602741944	-6.323574333934584e-23	0.031886657199791855	0.37199987281958447	-4.352452494986409e-22	0.4300490759453848	0.16606439403523895
60	0.04228700041736713	0.051508463680390526	-5.301407500450095e-23	0.02949773836231273	0.3842976863288672	-4.283833679347169e-22	0.4192714656158691	0.16693310969295105
61	0.04261899946038904	0.05222607261997394	-4.0869930555527115e-23	0.02710881952483356	0.39659549983815034	-4.183780432086073e-22	0.408493855286353	0.16780182535066307
62	0.042950998503410956	0.052957326235363096	-3.913948211839068e-23	0.024719900687354395	0.40889331334743373	-4.186276172594187e-22	0.3977162449568368	0.16867054100837509
63	0.04328299754643286	0.053701667132313134	-2.873049402843564e-23	0.022330981849875246	0.42119112685671656	-4.086372330843048e-22	0.386938634627321	0.1695392566660872
64	0.043614996589454766	0.054458558681625496	-1.4947967520851908e-23	0.01994206301239617	0.4334889403659995	-4.0033128993371044e-22	0.3761610242978054	0.17040797232379906
65	0.04394699563247668	0.05522748486640992	-8.9958195088985e-24	0.017553144174916994	0.44578675387528244	-3.95407700117389e-22	0.3653834139682893	0.1712766879815113
66	0.04427899467549859	0.05600795002281578	1.673451659012404e-24	0.015164225337437883	0.45808456738456554	-3.879683148317603e-22	0.35460580363877336	0.17214540363922323
67	0.044610993718520495	0.05679947849184994	1.4136731364915205e-23	0.01277530649995872	0.47038238089384843	-3.7866293092856905e-22	0.3438281933092574	0.17301411929693536
68	0.04494299276154241	0.057601614198156126	1.6894775260741497e-23	0.010386387662479554	0.48268019440313154	-3.752811884222374e-22	0.3330505829797414	0.17388283495464754
69	0.04527499180456432	0.05841392016993485	2.143695746691356e-23	0.007997468825000341	0.49497800791241475	-3.744991791160234e-22	0.32227297265022536	0.17475155061235959
70	0.04560699084758622	0.059235978012564465	3.901489889335094e-23	0.005608549987521213	0.5072758214216976	-3.6116636947086477e-22	0.31149536232070957	0.17562026627007166
71	0.045938989890608135	0.06006738734695997	4.528413112387974e-23	0.0032196311500420557	0.5195736349309809	-3.5373689369491973e-22	0.30071775199119344	0.17648898192778362
72	0.04627098893363005	0.060907765222290286	5.528625000247075e-23	0.000830712312562912	0.5318714484402641	-3.461152639541335e-22	0.2899401416616774	0.17735769758549563
73	0.04660298797665195	0.06175739889490442	1.4274424827111e-22	2.6464193835399197e-22	0.5448818436287354	-2.5717355594626067e-22	0.2776002548841037	0.17751790148716093
74	0.04693498701967386	0.06261811334856296	1.4812238637854478e-22	2.702156193026129e-22	0.5582721309336516	-2.585294785469547e-22	0.264427486033277	0.17730038303307147
75	0.047266986062695776	0.06348963856060058	1.485036144550455e-22	2.7679185095390478e-22	0.5716624182385683	-2.566220074670375e-22	0.25125471718244946	0.17708286457898226
76	0.04759898510571768	0.06437153543244867	1.5244999210760949e-22	2.7647024814006427e-22	0.5850527055434845	-2.5616616446836354e-22	0.23808194833162277	0.1768653461248927
77	0.047930984148739586	0.06526338351219133	1.4177205924695925e-22	2.685924054614886e-22	0.5984429928484005	-2.682842944309395e-22	0.22490917948079622	0.17664782767080328
78	0.0482629831917615	0.06616478039819088	1.44132643464299e-22	2.724246002311873e-22	0.6118332801533171	-2.680553240892215e-22	0.2117364106299689	0.17643030921671404
79	0.04859498223478341	0.06707534112455453	1.4355260350702084e-22	2.7181370950162775e-22	0.6252235674582334	-2.7274824307900284e-22	0.198563641779142	0.17621279076262464
80	0.048926981277805315	0.06799469753563851	1.5207240225760364e-22	2.796755761691509e-22	0.6386138547631495	-2.6778323337282156e-22	0.18539087292831521	0.17599527230853532
81	0.04925898032082723	0.06892249765572674	1.5113344952111166e-22	2.8162419197823523e-22	0.6520041420680659	-2.7174627647929882e-22	0.1722181040774883	0.1757777538544458
82	0.04959097936384914	0.06985840505907237	1.4630488871823902e-22	2.7902571571087343e-22	0.6653944293729822	-2.7350979595583813e-22	0.1590453352266612	0.17556023540035656
83	0.049922978406871044	0.07080209824464437	1.5070700078208004e-22	2.83841575853172e-22	0.6787847166778985	-2.7613622252842207e-22	0.1458725663758346	0.1753427169462669
84	0.050254977449892956	0.07175327001917196	1.4829831813762717e-22	2.8254135953196863e-22	0.6921750039828147	-2.79827198318163e-22	0.13269979752500752	0.1751251984921778
85	0.05058697649291487	0.07271162689142094	1.4832752492378207e-22	2.8323817614676846e-22	0.7055652912877312	-2.837394109376341e-22	0.11952702867418057	0.1749076800380883
86	0.05091897553593677	0.07367688848006064	1.5330099947494383e-22	2.84699686124097e-22	0.7189555785926472	-2.82712092050188e-22	0.10635425982335363	0.17469016158399925
87	0.05125097457895868	0.07464878693697878	1.5257589430808276e-22	2.8792461261351285e-22	0.7323458658975633	-2.851096647351043e-22	0.09318149097252702	0.1744726431299096
88	0.051582973621980596	0.07562706638746938	1.4777887216420086e-22	2.8483299415074843e-22	0.74573615320248	-2.9133261006360343e-22	0.08000872212169978	0.17425512467582022
89	0.0519149726650025	0.07661148238834711	1.5484254412427242e-22	2.8934515862175507e-22	0.7591264405073962	-2.8719937709586136e-22	0.06683595327087305	0.17403760622173087
90	0.052246971708024406	0.07760180140472525	1.5119390466544417e-22	2.893286840506104e-22	0.7725167278123122	-2.930777918628885e-22	0.053663184420046355	0.17382008776764146
91	0.05257897075104632	0.07859780030592395	1.5697668424104663e-22	2.9802226254772613e-22	0.7859070151172285	-2.8955038660640856e-22	0.04049041556921926	0.17360256931355225
92	0.05291096979406823	0.0795992658807508	1.531128403718305e-22	2.9387018783640396e-22	0.7992973024221449	-2.955395842338291e-22	0.027317646718392416	0.17338505085946262
93	0.053242968837090135	0.08060599437220593	1.5505070242905488e-22	2.9748249551738133e-22	0.812687589727061	-2.9436686955593256e-22	0.014144877867565573	0.1731675324053734
94	0.05357496788011205	0.08161779103150743	1.614942697641939e-22	3.0040484020710343e-22	0.8260778770319775	-2.949633890505583e-22	0.0009721090167386648	0.17295001395128384
95	0.05390696692313396	0.08267444187862442	-2.357039604721959e-22	-1.8405238530326798e-22	0.8540937951580035	-2.5841883636726967e-22	-1.4174913999691592e-22	0.14590620484199646
96	0.054238965966155864	0.08382649078036902	-2.494849555480806e-22	-1.9519658633347028e-22	0.883275036126402	-2.7771430973438205e-22	-1.5293599331877908e-22	0.11672496387359797
97	0.054570965009177776	0.08507030863522282	-2.8852175623385565e-22	-2.2577922253135686e-22	0.9124562770948017	-3.259308748717316e-22	-1.8139455371736474e-22	0.08754372290519837
98	0.05490296405219968	0.08640193229415849	-3.370775550883808e-22	-2.6211830390915833e-22	0.9416375180632003	-3.761107484619181e-22	-2.1271105416797343e-22	0.05836248193679974
99	0.05523496309522159	0.08781736750306374	-3.496802636173506e-22	-2.7875852567498024e-22	0.9708187590315999	-3.938120025111589e-22	-2.2575454362267902e-22	0.029181240968400187
100	0.055566962138243504	0.08931262949960164	-2.0263697504786653e-09	7.367786718720606e-10	0.9999999954437536	-2.279550006763655e-09	4.2254037160648e-09	3.899983681990227e-09
